Vernier Format 2
inelastico.txt 3/3/2024 0:56:57
Serie 1
Tiempo	Posicion	Velocidad	Aceleracion	Posicion	Velocidad	Aceleracion	Posicion	
0,97	0,0000	0,000	0,000	0,0000	0,000	0,000		
0,99	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,00	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,01	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,03	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,04	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,05	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,07	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,08	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,09	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,11	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,12	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,13	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,15	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,16	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,17	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,19	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,20	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,21	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,23	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,24	0,0000	0,000	0,000	0,0000	0,000	0,000		
1,25	0,0000	0,000	-0,004	0,0000	0,000	0,000		
1,27	0,0000	0,000	-0,030	0,0000	0,000	0,000		
1,28	0,0000	0,000	-0,152	0,0000	0,000	0,000		
1,29	0,0000	-0,002	-0,417	0,0000	0,000	0,000		
1,31	0,0000	-0,008	-0,838	0,0000	0,000	0,000		
1,32	0,0000	-0,029	-0,959	0,0000	0,000	0,004		
1,33	-0,0010	-0,038	-0,829	0,0000	0,000	0,030		
1,35	-0,0010	-0,046	-0,990	0,0000	0,000	0,152		
1,36	-0,0020	-0,067	-0,985	0,0000	0,002	0,417		
1,37	-0,0030	-0,075	-0,803	0,0000	0,008	0,833		
1,39	-0,0040	-0,083	-0,838	0,0000	0,029	0,933		
1,40	-0,0050	-0,102	-0,573	0,0010	0,038	0,708		
1,41	-0,0070	-0,104	-0,000	0,0010	0,044	0,725		
1,43	-0,0080	-0,092	-0,061	0,0020	0,060	0,569		
1,44	-0,0090	-0,104	-0,313	0,0030	0,054	0,712		
1,45	-0,0110	-0,106	-0,256	0,0030	0,075	1,120		
1,47	-0,0120	-0,100	-0,816	0,0050	0,096	0,829		
1,48	-0,0130	-0,133	-1,033	0,0060	0,092	0,833		
1,49	-0,0160	-0,140	-0,616	0,0070	0,113	1,150		
1,51	-0,0170	-0,133	-1,250	0,0090	0,133	0,864		
1,52	-0,0190	-0,163	-2,483	0,0110	0,129	0,985		
1,53	-0,0210	-0,215	-2,726	0,0120	0,152	1,567		
1,55	-0,0250	-0,250	-1,932	0,0150	0,179	1,697		
1,56	-0,0280	-0,263	-1,280	0,0170	0,196	1,910		
1,57	-0,0320	-0,273	-1,315	0,0200	0,227	2,214		
1,59	-0,0350	-0,298	-1,393	0,0230	0,260	2,127		
1,60	-0,0400	-0,321	-0,833	0,0270	0,290	1,710		
1,61	-0,0440	-0,315	-0,595	0,0310	0,302	1,576		
1,63	-0,0480	-0,331	-0,725	0,0350	0,319	2,244		
1,64	-0,0530	-0,338	-0,677	0,0390	0,367	2,613		
1,65	-0,0570	-0,346	-0,781	0,0450	0,402	2,079		
1,67	-0,0620	-0,365	-0,421	0,0500	0,419	1,671		
1,68	-0,0670	-0,365	0,386	0,0560	0,444	1,406		
1,69	-0,0720	-0,346	0,625	0,0620	0,456	1,133		
1,71	-0,0760	-0,340	0,234	0,0680	0,477	0,673		
1,72	-0,0810	-0,340	-0,234	0,0750	0,479	-0,100		
1,73	-0,0850	-0,346	-0,625	0,0810	0,465	-0,226		
1,75	-0,0900	-0,365	-0,391	0,0870	0,473	-0,230		
1,76	-0,0950	-0,365	0,391	0,0940	0,458	-0,135		
1,77	-0,1000	-0,346	0,625	0,0990	0,460	0,486		
1,79	-0,1040	-0,340	0,234	0,1060	0,479	0,530		
1,80	-0,1090	-0,340	-0,234	0,1120	0,483	-0,022		
1,81	-0,1130	-0,346	-0,625	0,1190	0,479	-0,629		
1,83	-0,1180	-0,365	-0,391	0,1250	0,458	-0,629		
1,84	-0,1230	-0,365	0,391	0,1310	0,454	-0,022		
1,85	-0,1280	-0,346	0,625	0,1370	0,458	0,534		
1,87	-0,1320	-0,340	0,234	0,1430	0,477	0,512		
1,88	-0,1370	-0,340	-0,234	0,1500	0,479	-0,017		
1,89	-0,1410	-0,346	-0,625	0,1560	0,467	0,004		
1,91	-0,1460	-0,365	-0,391	0,1620	0,479	0,039		
1,92	-0,1510	-0,365	0,391	0,1690	0,477	-0,421		
1,93	-0,1560	-0,346	0,625	0,1750	0,460	-0,421		
1,95	-0,1600	-0,340	0,234	0,1810	0,458	0,035		
1,96	-0,1650	-0,340	-0,234	0,1870	0,471	-0,026		
1,97	-0,1690	-0,346	-0,625	0,1940	0,458	-0,161		
1,99	-0,1740	-0,365	-0,386	0,1990	0,458	0,161		
2,00	-0,1790	-0,365	0,421	0,2060	0,471	0,026		
2,01	-0,1840	-0,346	0,773	0,2120	0,458	-0,039		
2,03	-0,1880	-0,338	0,612	0,2180	0,460	0,391		
2,04	-0,1930	-0,331	0,395	0,2240	0,477	0,278		
2,05	-0,1970	-0,319	-0,352	0,2310	0,477	-0,391		
2,07	-0,2010	-0,340	-1,046	0,2370	0,458	-0,512		
2,08	-0,2060	-0,363	-0,655	0,2430	0,454	0,000		
2,09	-0,2110	-0,365	0,273	0,2490	0,458	0,508		
2,11	-0,2160	-0,346	0,629	0,2550	0,477	0,365		
2,12	-0,2200	-0,340	0,373	0,2620	0,477	-0,395		
2,13	-0,2250	-0,338	0,122	0,2680	0,458	-0,625		
2,15	-0,2290	-0,338	-0,091	0,2740	0,452	-0,234		
2,16	-0,2340	-0,340	-0,256	0,2800	0,452	0,234		
2,17	-0,2380	-0,344	-0,391	0,2860	0,458	0,625		
2,19	-0,2430	-0,358	0,026	0,2920	0,477	0,391		
2,20	-0,2480	-0,344	0,512	0,2990	0,477	-0,395		
2,21	-0,2520	-0,338	0,490	0,3050	0,458	-0,655		
2,23	-0,2570	-0,331	0,369	0,3110	0,452	-0,382		
2,24	-0,2610	-0,319	-0,356	0,3170	0,450	-0,143		
2,25	-0,2650	-0,340	-1,046	0,3230	0,450	-0,004		
2,27	-0,2700	-0,363	-0,651	0,3290	0,450	0,117		
2,28	-0,2750	-0,365	0,299	0,3350	0,452	0,260		
2,29	-0,2800	-0,346	0,751	0,3410	0,456	0,395		
2,31	-0,2840	-0,338	0,638	0,3470	0,471	0,004		
2,32	-0,2890	-0,331	0,538	0,3540	0,456	-0,369		
2,33	-0,2930	-0,317	0,004	0,3590	0,452	-0,139		
2,35	-0,2970	-0,331	-0,512	0,3660	0,452	0,139		
2,36	-0,3020	-0,338	-0,521	0,3710	0,456	0,369		
2,37	-0,3060	-0,344	-0,512	0,3780	0,471	-0,004		
2,39	-0,3110	-0,358	0,000	0,3840	0,456	-0,395		
2,40	-0,3160	-0,344	0,508	0,3900	0,452	-0,260		
2,41	-0,3200	-0,338	0,490	0,3960	0,450	-0,122		
2,43	-0,3250	-0,331	0,369	0,4020	0,450	-0,026		
2,44	-0,3290	-0,319	-0,352	0,4080	0,450	-0,004		
2,45	-0,3330	-0,340	-1,020	0,4140	0,450	0,004		
2,47	-0,3380	-0,363	-0,534	0,4200	0,450	0,030		
2,48	-0,3430	-0,363	0,534	0,4260	0,450	0,148		
2,49	-0,3480	-0,340	1,016	0,4320	0,452	0,386		
2,51	-0,3520	-0,319	0,334	0,4380	0,458	0,677		
2,52	-0,3560	-0,331	-0,404	0,4440	0,477	0,460		
2,53	-0,3610	-0,340	-0,260	0,4510	0,479	-0,482		
2,55	-0,3650	-0,346	0,864	0,4570	0,463	-1,680		
2,56	-0,3700	-0,350	4,245	0,4630	0,452	-4,163		
2,57	-0,3760	-0,240	7,813	0,4700	0,371	-7,670		
2,59	-0,3770	-0,085	7,440	0,4740	0,215	-8,798		
2,60	-0,3770	-0,013	4,783	0,4750	0,098	-7,006		
2,61	-0,3770	0,029	2,626	0,4760	0,029	-4,714		
2,63	-0,3760	0,044	1,419	0,4760	-0,035	-1,819		
2,64	-0,3760	0,065	0,603	0,4740	-0,023	1,068		
2,65	-0,3740	0,065	-0,356	0,4750	0,021	1,936		
2,67	-0,3740	0,046	-0,616	0,4750	0,042	1,658		
2,68	-0,3730	0,040	-0,208	0,4760	0,067	0,977		
2,69	-0,3730	0,040	0,356	0,4770	0,071	0,065		
2,71	-0,3720	0,048	0,885	0,4780	0,067	-0,642		
2,72	-0,3720	0,071	0,786	0,4790	0,046	-0,747		
2,73	-0,3700	0,085	-0,391	0,4790	0,040	-0,260		
2,75	-0,3690	0,052	-1,020	0,4800	0,040	0,230		
2,76	-0,3690	0,042	-0,495	0,4800	0,046	0,629		
2,77	-0,3680	0,040	0,113	0,4810	0,065	0,421		
2,79	-0,3680	0,046	0,599	0,4820	0,065	-0,247		
2,80	-0,3670	0,065	0,386	0,4830	0,048	-0,273		
2,81	-0,3660	0,065	-0,391	0,4830	0,048	0,278		
2,83	-0,3650	0,046	-0,625	0,4840	0,065	0,273		
2,84	-0,3650	0,040	-0,234	0,4850	0,065	-0,304		
2,85	-0,3640	0,040	0,234	0,4860	0,048	-0,395		
2,87	-0,3640	0,046	0,625	0,4860	0,046	0,043		
2,88	-0,3630	0,065	0,395	0,4870	0,058	0,000		
2,89	-0,3620	0,065	-0,365	0,4880	0,046	-0,043		
2,91	-0,3610	0,046	-0,508	0,4880	0,048	0,391		
2,92	-0,3610	0,042	-0,000	0,4890	0,065	0,273		
2,93	-0,3600	0,046	0,508	0,4900	0,065	-0,417		
2,95	-0,3600	0,065	0,365	0,4910	0,046	-0,629		
2,96	-0,3580	0,065	-0,395	0,4910	0,040	-0,234		
2,97	-0,3580	0,046	-0,625	0,4920	0,040	0,234		
2,99	-0,3570	0,040	-0,234	0,4920	0,046	0,625		
3,00	-0,3570	0,040	0,234	0,4930	0,065	0,391		
3,01	-0,3560	0,046	0,625	0,4940	0,065	-0,391		
3,03	-0,3560	0,065	0,391	0,4950	0,046	-0,629		
3,04	-0,3540	0,065	-0,395	0,4950	0,040	-0,260		
3,05	-0,3540	0,046	-0,651	0,4960	0,040	0,117		
3,07	-0,3530	0,040	-0,352	0,4960	0,044	0,391		
3,08	-0,3530	0,038	-0,000	0,4970	0,058	0,113		
3,09	-0,3520	0,040	0,352	0,4980	0,046	-0,161		
3,11	-0,3520	0,046	0,651	0,4980	0,046	0,017		
3,12	-0,3510	0,065	0,395	0,4990	0,056	-0,352		
3,13	-0,3500	0,065	-0,391	0,5000	0,038	-0,668		
3,15	-0,3490	0,046	-0,625	0,5000	0,021	0,117		
3,16	-0,3490	0,040	-0,234	0,5000	0,040	0,929		
3,17	-0,3480	0,040	0,230	0,5010	0,063	0,629		
3,19	-0,3480	0,046	0,599	0,5020	0,065	-0,273		
3,20	-0,3470	0,065	0,269	0,5030	0,046	-0,603		
3,21	-0,3460	0,063	-0,655	0,5030	0,040	-0,256		
3,23	-0,3450	0,040	-1,046	0,5040	0,040	0,117		
3,24	-0,3450	0,019	-0,352	0,5040	0,044	0,391		
3,25	-0,3450	0,031	0,395	0,5050	0,058	0,113		
3,27	-0,3440	0,038	0,612	0,5060	0,046	-0,161		
3,28	-0,3440	0,046	0,773	0,5060	0,046	0,017		
3,29	-0,3430	0,065	0,417	0,5070	0,056	-0,356		
3,31	-0,3420	0,065	-0,417	0,5080	0,038	-0,694		
3,32	-0,3410	0,046	-0,773	0,5080	0,021	-0,004		
3,33	-0,3410	0,038	-0,612	0,5080	0,038	0,668		
3,35	-0,3400	0,031	-0,395	0,5090	0,056	0,234		
3,36	-0,3400	0,019	0,352	0,5100	0,044	-0,278		
3,37	-0,3400	0,040	1,046	0,5100	0,040	-0,230		
3,39	-0,3390	0,063	0,651	0,5110	0,038	-0,091		
3,40	-0,3380	0,065	-0,299	0,5110	0,038	0,095		
3,41	-0,3370	0,046	-0,747	0,5120	0,040	0,256		
3,43	-0,3370	0,038	-0,608	0,5120	0,044	0,395		
3,44	-0,3360	0,031	-0,395	0,5130	0,058	-0,000		
3,45	-0,3360	0,019	0,347	0,5140	0,044	-0,395		
3,47	-0,3360	0,040	1,020	0,5140	0,040	-0,260		
3,48	-0,3350	0,063	0,534	0,5150	0,038	-0,122		
3,49	-0,3340	0,063	-0,538	0,5150	0,038	-0,022		
3,51	-0,3330	0,040	-1,050	0,5160	0,038	0,022		
3,52	-0,3330	0,019	-0,495	0,5160	0,038	0,122		
3,53	-0,3330	0,029	0,017	0,5170	0,040	0,260		
3,55	-0,3320	0,029	-0,017	0,5170	0,044	0,391		
3,56	-0,3320	0,019	0,495	0,5180	0,058	-0,026		
3,57	-0,3320	0,040	1,050	0,5190	0,044	-0,517		
3,59	-0,3310	0,063	0,538	0,5190	0,038	-0,521		
3,60	-0,3300	0,063	-0,538	0,5200	0,031	-0,512		
3,61	-0,3290	0,040	-1,050	0,5200	0,017	0,000		
3,63	-0,3290	0,019	-0,495	0,5200	0,031	0,508		
3,64	-0,3290	0,029	0,017	0,5210	0,038	0,495		
3,65	-0,3280	0,029	-0,017	0,5210	0,044	0,395		
3,67	-0,3280	0,019	0,495	0,5220	0,056	-0,239		
3,68	-0,3280	0,040	1,046	0,5230	0,038	-0,812		
3,69	-0,3270	0,063	0,512	0,5230	0,019	-0,378		
3,71	-0,3260	0,063	-0,655	0,5230	0,029	0,039		
3,72	-0,3250	0,038	-1,289	0,5240	0,029	-0,039		
3,73	-0,3250	0,013	-0,799	0,5240	0,019	0,378		
3,75	-0,3250	0,010	0,130	0,5240	0,038	0,812		
3,76	-0,3250	0,027	0,395	0,5250	0,056	0,239		
3,77	-0,3240	0,029	0,130	0,5260	0,044	-0,395		
3,79	-0,3240	0,019	0,525	0,5260	0,038	-0,499		
3,80	-0,3240	0,040	1,050	0,5270	0,031	-0,538		
3,81	-0,3230	0,063	0,512	0,5270	0,017	-0,148		
3,83	-0,3220	0,063	-0,655	0,5270	0,029	0,130		
3,84	-0,3210	0,038	-1,289	0,5280	0,029	-0,135		
3,85	-0,3210	0,013	-0,799	0,5280	0,017	0,122		
3,87	-0,3210	0,010	0,126	0,5280	0,031	0,421		
3,88	-0,3210	0,027	0,365	0,5290	0,035	0,260		
3,89	-0,3200	0,029	-0,013	0,5290	0,038	0,095		
3,91	-0,3200	0,017	0,174	0,5300	0,038	-0,095		
3,92	-0,3200	0,031	0,543	0,5300	0,035	-0,260		
3,93	-0,3190	0,038	0,495	0,5310	0,031	-0,425		
3,95	-0,3190	0,044	0,369	0,5310	0,017	-0,148		
3,96	-0,3180	0,056	-0,356	0,5310	0,029	0,013		
3,97	-0,3170	0,035	-1,050	0,5320	0,027	-0,395		
3,99	-0,3170	0,013	-0,686	0,5320	0,010	-0,273		
4,00	-0,3170	0,010	0,122	0,5320	0,010	0,421		
4,01	-0,3170	0,027	0,221	0,5320	0,029	0,660		
4,03	-0,3160	0,027	-0,395	0,5330	0,035	0,378		
4,04	-0,3160	0,008	-0,482	0,5330	0,038	0,122		
4,05	-0,3160	0,004	0,152	0,5340	0,038	-0,091		
4,07	-0,3160	0,010	0,920	0,5340	0,035	-0,260		
4,08	-0,3160	0,035	1,168	0,5350	0,031	-0,425		
4,09	-0,3150	0,056	0,378	0,5350	0,017	-0,148		
4,11	-0,3140	0,044	-0,391	0,5350	0,029	0,013		
4,12	-0,3140	0,038	-0,612	0,5360	0,027	-0,395		
4,13	-0,3130	0,029	-0,777	0,5360	0,010	-0,273		
4,15	-0,3130	0,010	-0,451	0,5360	0,010	0,417		
4,16	-0,3130	0,010	0,239	0,5360	0,029	0,634		
4,17	-0,3130	0,027	0,247	0,5370	0,035	0,260		
4,19	-0,3120	0,027	-0,391	0,5370	0,035	-0,117		
4,20	-0,3120	0,008	-0,482	0,5380	0,031	-0,395		
4,21	-0,3120	0,004	0,148	0,5380	0,017	-0,143		
4,23	-0,3120	0,010	0,894	0,5380	0,029	0,013		
4,24	-0,3120	0,035	1,050	0,5390	0,027	-0,399		
4,25	-0,3110	0,054	0,143	0,5390	0,010	-0,304		
4,27	-0,3100	0,038	-0,668	0,5390	0,010	0,269		
4,28	-0,3100	0,019	-0,382	0,5390	0,027	0,252		
4,29	-0,3100	0,029	-0,130	0,5400	0,027	-0,395		
4,31	-0,3090	0,027	-0,543	0,5400	0,008	-0,508		
4,32	-0,3090	0,008	-0,543	0,5400	0,004	0,030		
4,33	-0,3090	0,004	-0,004	0,5400	0,008	0,655		
4,35	-0,3090	0,008	0,508	0,5400	0,029	0,747		
4,36	-0,3090	0,027	0,369	0,5410	0,035	0,260		
4,37	-0,3080	0,027	-0,365	0,5410	0,035	-0,230		
4,39	-0,3080	0,008	-0,477	0,5420	0,029	-0,629		
4,40	-0,3080	0,004	0,148	0,5420	0,010	-0,417		
4,41	-0,3080	0,010	0,894	0,5420	0,010	0,273		
4,43	-0,3080	0,035	1,050	0,5420	0,027	0,391		
4,44	-0,3070	0,054	0,143	0,5430	0,029	-0,043		
4,45	-0,3060	0,038	-0,668	0,5430	0,017	-0,004		
4,47	-0,3060	0,019	-0,382	0,5430	0,029	0,013		
4,48	-0,3060	0,029	-0,135	0,5440	0,027	-0,538		
4,49	-0,3050	0,027	-0,569	0,5440	0,008	-0,655		
4,51	-0,3050	0,008	-0,660	0,5440	0,002	-0,239		
4,52	-0,3050	0,002	-0,239	0,5440	0,002	0,239		
4,53	-0,3050	0,002	0,234	0,5440	0,008	0,655		
4,55	-0,3050	0,008	0,625	0,5440	0,027	0,538		
4,56	-0,3050	0,027	0,391	0,5450	0,029	-0,013		
4,57	-0,3040	0,027	-0,391	0,5450	0,017	0,004		
4,59	-0,3040	0,008	-0,625	0,5450	0,029	0,043		
4,60	-0,3040	0,002	-0,230	0,5460	0,027	-0,395		
4,61	-0,3040	0,002	0,265	0,5460	0,010	-0,304		
4,63	-0,3040	0,008	0,773	0,5460	0,010	0,273		
4,64	-0,3040	0,029	0,777	0,5460	0,027	0,278		
4,65	-0,3030	0,035	0,291	0,5470	0,027	-0,278		
4,67	-0,3030	0,035	-0,113	0,5470	0,010	-0,278		
4,68	-0,3020	0,031	-0,395	0,5470	0,010	0,273		
4,69	-0,3020	0,017	-0,148	0,5470	0,027	0,247		
4,71	-0,3020	0,029	-0,017	0,5480	0,027	-0,425		
4,72	-0,3010	0,027	-0,547	0,5480	0,008	-0,655		
4,73	-0,3010	0,008	-0,686	0,5480	0,002	-0,352		
4,75	-0,3010	0,002	-0,382	0,5480	0,000	0,000		
4,76	-0,3010	0,000	-0,117	0,5480	0,002	0,352		
4,77	-0,3010	0,000	0,117	0,5480	0,008	0,655		
4,79	-0,3010	0,002	0,378	0,5480	0,027	0,425		
4,80	-0,3010	0,008	0,655	0,5490	0,027	-0,247		
4,81	-0,3010	0,027	0,395	0,5490	0,010	-0,273		
4,83	-0,3000	0,027	-0,395	0,5490	0,010	0,273		
4,84	-0,3000	0,008	-0,651	0,5490	0,027	0,252		
4,85	-0,3000	0,002	-0,352	0,5500	0,027	-0,395		
4,87	-0,3000	0,000	-0,000	0,5500	0,008	-0,512		
4,88	-0,3000	0,002	0,356	0,5500	0,004	-0,000		
4,89	-0,3000	0,008	0,681	0,5500	0,008	0,508		
4,91	-0,3000	0,027	0,543	0,5500	0,027	0,365		
4,92	-0,2990	0,029	-0,013	0,5510	0,027	-0,399		
4,93	-0,2990	0,017	0,001	0,5510	0,008	-0,655		
4,95	-0,2990	0,029	0,018	0,5510	0,002	-0,382		
4,96	-0,2980	0,027	-0,528	0,5510	0,000	-0,148		
4,97	-0,2980	0,009	-0,673	0,5510	0,000	-0,034		
4,99	-0,2980	0,003	-0,481	0,5510	0,000	-0,007		
5,00	-0,2980	0,000	-0,339	0,5510	0,000	0,000		
